-0.1,0.0,-2.4,-2.3,20765	
-0.1,0.0,-2.7,-2.6,23238	
-0.1,0.0,-3.1,-3.0,24329	
-0.1,0.0,-3.4,-3.3,22746	
-0.1,0.0,-3.7,-3.6,20141	
-0.1,0.0,-4.1,-4.0,16530	
-0.1,0.0,-4.4,-4.3,15609	
-0.1,0.0,-4.7,-4.6,15865	
-0.1,0.0,-5.0,-4.9,18061	
-0.1,0.0,-5.3,-5.2,20772	
-0.1,0.0,-5.6,-5.5,22955	
-0.1,0.0,-6.0,-5.9,23570	
-0.1,0.0,-6.3,-6.2,22217	
-0.1,0.0,-6.6,-6.5,19193	
-0.1,0.0,-6.9,-6.8,14993	
-0.1,0.0,-7.0,-6.9,13671	
-0.1,0.0,-7.3,-7.2,9499	
-0.1,0.0,-7.6,-7.5,6005	
-0.1,0.0,-7.9,-7.8,3617	
-0.1,0.0,-8.0,-7.9,2847	
-0.1,0.0,-8.3,-8.2,1550	
-0.1,0.0,-8.6,-8.5,729	
-0.1,0.0,-8.9,-8.8,311	
-0.1,0.0,-9.0,-8.9,249	
-0.1,0.0,-9.3,-9.2,74	
-0.1,0.0,-9.6,-9.5,35	
-0.1,0.0,-9.9,-9.8,6	
-0.1,0.0,-10.0,-9.9,2	
-0.1,0.0,0.1,0.2,1141	
-0.1,0.0,0.4,0.5,1512	
-0.1,0.0,0.7,0.8,2337	
-0.1,0.0,1.0,1.1,4025	
-0.1,0.0,1.3,1.4,6417	
-0.1,0.0,1.6,1.7,9912	
-0.1,0.0,1.9,2.0,13984	
-0.1,0.0,10.1,10.2,2	
-0.1,0.0,2.2,2.3,18283	
-0.1,0.0,2.5,2.6,22022	
-0.1,0.0,2.8,2.9,24204	
-0.1,0.0,3.2,3.3,24128	
-0.1,0.0,3.5,3.6,22011	
-0.1,0.0,3.8,3.9,18938	
-0.1,0.0,4.1,4.2,16644	
-0.1,0.0,4.4,4.5,15586	
-0.1,0.0,4.7,4.8,15968	
-0.1,0.0,5.1,5.2,19052	
-0.1,0.0,5.4,5.5,21773	
-0.1,0.0,5.7,5.8,23329	
-0.1,0.0,6.0,6.1,24008	
-0.1,0.0,6.3,6.4,22320	
-0.1,0.0,6.6,6.7,19362	
-0.1,0.0,6.9,7.0,15203	
-0.1,0.0,7.0,7.1,13565	
-0.1,0.0,7.3,7.4,9363	
-0.1,0.0,7.6,7.7,5963	
-0.1,0.0,7.9,8.0,3515	
-0.1,0.0,8.2,8.3,1858	
-0.1,0.0,8.5,8.6,917	
-0.1,0.0,8.8,8.9,400	
-0.1,0.0,9.1,9.2,171	
-0.1,0.0,9.4,9.5,65	
-0.1,0.0,9.7,9.8,23	
-0.2,-0.1,-0.3,-0.2,1458	
-0.2,-0.1,-0.6,-0.5,2075	
-0.2,-0.1,-0.9,-0.8,3341	
-0.2,-0.1,-1.2,-1.1,5483	
-0.2,-0.1,-1.3,-1.2,6440	
-0.2,-0.1,-1.6,-1.5,9728	
-0.2,-0.1,-1.9,-1.8,13848	
-0.2,-0.1,-10.1,-10.0,1	
-0.2,-0.1,-2.2,-2.1,17978	
-0.2,-0.1,-2.5,-2.4,21624	
-0.2,-0.1,-2.8,-2.7,23517	
-0.2,-0.1,-3.2,-3.1,23303	
-0.2,-0.1,-3.5,-3.4,21464	
-0.2,-0.1,-3.8,-3.7,18757	
-0.2,-0.1,-4.2,-4.1,16035	
-0.2,-0.1,-4.5,-4.4,15092	
-0.2,-0.1,-4.8,-4.7,16319	
-0.2,-0.1,-5.2,-5.1,19185	
-0.2,-0.1,-5.5,-5.4,21682	
-0.2,-0.1,-5.8,-5.7,23606	
-0.2,-0.1,-6.2,-6.1,22329	
-0.2,-0.1,-6.5,-6.4,20000	
-0.2,-0.1,-6.8,-6.7,16005	
-0.2,-0.1,-7.1,-7.0,11990	
-0.2,-0.1,-7.4,-7.3,8045	
-0.2,-0.1,-7.7,-7.6,4960	
-0.2,-0.1,-8.1,-8.0,2318	
-0.2,-0.1,-8.4,-8.3,1165	
-0.2,-0.1,-8.7,-8.6,532	
-0.2,-0.1,-9.1,-9.0,156	
-0.2,-0.1,-9.4,-9.3,73	
-0.2,-0.1,-9.7,-9.6,23	
-0.2,-0.1,-10.0,-9.9,1	
-0.2,-0.1,0.2,0.3,1259	
-0.2,-0.1,0.5,0.6,1843	
-0.2,-0.1,0.8,0.9,2848	
-0.2,-0.1,1.1,1.2,4670	
-0.2,-0.1,1.4,1.5,7504	
-0.2,-0.1,1.7,1.8,11049	
-0.2,-0.1,10.2,10.3,2	
-0.2,-0.1,10.5,10.6,1	
-0.2,-0.1,10.8,10.9,1	
-0.2,-0.1,2.1,2.2,16859	
-0.2,-0.1,2.4,2.5,20478	
-0.2,-0.1,2.7,2.8,23152	
-0.2,-0.1,3.0,3.1,24044	
-0.2,-0.1,3.3,3.4,22845	
-0.2,-0.1,3.6,3.7,20657	
-0.2,-0.1,3.9,4.0,17743	
-0.2,-0.1,4.2,4.3,15802	
-0.2,-0.1,4.5,4.6,15300	
-0.2,-0.1,4.8,4.9,16353	
-0.2,-0.1,5.2,5.3,19345	
-0.2,-0.1,5.5,5.6,21806	
-0.2,-0.1,5.8,5.9,23277	
-0.2,-0.1,6.1,6.2,23048	
-0.2,-0.1,6.4,6.5,21101	
-0.2,-0.1,6.7,6.8,17283	
-0.2,-0.1,7.1,7.2,11786	
-0.2,-0.1,7.4,7.5,8181	
-0.2,-0.1,7.7,7.8,4991	
-0.2,-0.1,8.0,8.1,2742	
-0.2,-0.1,8.3,8.4,1446	
-0.2,-0.1,8.6,8.7,678	
-0.2,-0.1,8.9,9.0,313	
-0.2,-0.1,9.2,9.3,124	
-0.2,-0.1,9.5,9.6,38	
-0.2,-0.1,9.8,9.9,16	
-0.2,-0.1,10.0,10.1,3	
-0.3,-0.2,-0.0,0.1,1290	
-0.3,-0.2,-0.1,0.0,1369	
-0.3,-0.2,-0.4,-0.3,1686	
-0.3,-0.2,-0.7,-0.6,2434	
-0.3,-0.2,-1.0,-0.9,4060	
-0.3,-0.2,-1.3,-1.2,6132	
-0.3,-0.2,-1.6,-1.5,9504	
-0.3,-0.2,-10.4,-10.3,1	
-0.3,-0.2,-10.9,-10.8,1	
-0.3,-0.2,-2.0,-1.9,14936	
-0.3,-0.2,-2.3,-2.2,19028	
-0.3,-0.2,-2.6,-2.5,21951	
-0.3,-0.2,-2.9,-2.8,23339	
-0.3,-0.2,-3.0,-2.9,23448	
-0.3,-0.2,-3.3,-3.2,22538	
-0.3,-0.2,-3.6,-3.5,20017	
-0.3,-0.2,-3.9,-3.8,17500	
-0.3,-0.2,-4.0,-3.9,16927	
-0.3,-0.2,-4.3,-4.2,14962	
-0.3,-0.2,-4.6,-4.5,14931	
-0.3,-0.2,-4.9,-4.8,16583	
-0.3,-0.2,-5.0,-4.9,17083	
-0.3,-0.2,-5.3,-5.2,19574	
-0.3,-0.2,-5.6,-5.5,21810	
-0.3,-0.2,-5.9,-5.8,22384	
-0.3,-0.2,-6.2,-6.1,21864	
-0.3,-0.2,-6.6,-6.5,18072	
-0.3,-0.2,-6.9,-6.8,14266	
-0.3,-0.2,-7.2,-7.1,10164	
-0.3,-0.2,-7.5,-7.4,6738	
-0.3,-0.2,-7.8,-7.7,4030	
-0.3,-0.2,-8.2,-8.1,1772	
-0.3,-0.2,-8.5,-8.4,856	
-0.3,-0.2,-8.8,-8.7,373	
-0.3,-0.2,-9.2,-9.1,108	
-0.3,-0.2,-9.5,-9.4,38	
-0.3,-0.2,-9.8,-9.7,15	
-0.3,-0.2,-9.9,-9.8,3	
-0.3,-0.2,0.2,0.3,1370	
-0.3,-0.2,0.5,0.6,1932	
-0.3,-0.2,0.8,0.9,2922	
-0.3,-0.2,1.1,1.2,4599	
-0.3,-0.2,1.4,1.5,7320	
-0.3,-0.2,1.7,1.8,10620	
-0.3,-0.2,10.0,10.1,6	
-0.3,-0.2,10.6,10.7,2	
-0.3,-0.2,2.1,2.2,16545	
-0.3,-0.2,2.4,2.5,19894	
-0.3,-0.2,2.7,2.8,22279	
-0.3,-0.2,3.0,3.1,23677	
-0.3,-0.2,3.3,3.4,22467	
-0.3,-0.2,3.6,3.7,20013	
-0.3,-0.2,3.9,4.0,17593	
-0.3,-0.2,4.2,4.3,15680	
-0.3,-0.2,4.5,4.6,14825	
-0.3,-0.2,4.8,4.9,15789	
-0.3,-0.2,5.2,5.3,18938	
-0.3,-0.2,5.5,5.6,21183	
-0.3,-0.2,5.8,5.9,22734	
-0.3,-0.2,6.1,6.2,22161	
-0.3,-0.2,6.4,6.5,20255	
-0.3,-0.2,6.7,6.8,16818	
-0.3,-0.2,7.1,7.2,11763	
-0.3,-0.2,7.4,7.5,7685	
-0.3,-0.2,7.7,7.8,4826	
-0.3,-0.2,8.0,8.1,2693	
-0.3,-0.2,8.3,8.4,1366	
-0.3,-0.2,8.6,8.7,691	
-0.3,-0.2,8.9,9.0,285	
-0.3,-0.2,9.2,9.3,109	
-0.3,-0.2,9.5,9.6,34	
-0.3,-0.2,9.8,9.9,24	
-0.3,-0.2,9.9,10.0,3	
-0.3,-0.2,10.0,10.1,2	
-0.4,-0.3,-0.0,0.1,1532	
-0.4,-0.3,-0.1,0.0,1527	
-0.4,-0.3,-0.2,-0.1,1537	
-0.4,-0.3,-0.5,-0.4,2008	
-0.4,-0.3,-0.8,-0.7,2945	
-0.4,-0.3,-1.1,-1.0,4624	
-0.4,-0.3,-1.4,-1.3,7306	
-0.4,-0.3,-1.7,-1.6,10583	
-0.4,-0.3,-10.0,-9.9,9	
-0.4,-0.3,-10.1,-10.0,4	
-0.4,-0.3,-10.5,-10.4,1	
-0.4,-0.3,-2.1,-2.0,15694	
-0.4,-0.3,-2.4,-2.3,19639	
-0.4,-0.3,-2.7,-2.6,22060	
-0.4,-0.3,-3.1,-3.0,22662	
-0.4,-0.3,-3.4,-3.3,21218	
-0.4,-0.3,-3.7,-3.6,18637	
-0.4,-0.3,-4.1,-4.0,15677	
-0.4,-0.3,-4.4,-4.3,14469	
-0.4,-0.3,-4.7,-4.6,14849	
-0.4,-0.3,-5.1,-5.0,17275	
-0.4,-0.3,-5.4,-5.3,19542	
-0.4,-0.3,-5.7,-5.6,21483	
-0.4,-0.3,-6.0,-5.9,21701	
-0.4,-0.3,-6.3,-6.2,20479	
-0.4,-0.3,-6.6,-6.5,17621	
-0.4,-0.3,-6.9,-6.8,13712	
-0.4,-0.3,-7.0,-6.9,12447	
-0.4,-0.3,-7.3,-7.2,8720	
-0.4,-0.3,-7.6,-7.5,5589	
-0.4,-0.3,-7.9,-7.8,3215	
-0.4,-0.3,-8.0,-7.9,2616	
-0.4,-0.3,-8.3,-8.2,1333	
-0.4,-0.3,-8.6,-8.5,636	
-0.4,-0.3,-8.9,-8.8,272	
-0.4,-0.3,-9.0,-8.9,233	
-0.4,-0.3,-9.3,-9.2,87	
-0.4,-0.3,-9.6,-9.5,34	
-0.4,-0.3,-9.9,-9.8,3	
-0.4,-0.3,0.2,0.3,1562	
-0.4,-0.3,0.5,0.6,1973	
-0.4,-0.3,0.8,0.9,2941	
-0.4,-0.3,1.1,1.2,4523	
-0.4,-0.3,1.4,1.5,7144	
-0.4,-0.3,1.7,1.8,10614	
-0.4,-0.3,10.1,10.2,8	
-0.4,-0.3,10.4,10.5,1	
-0.4,-0.3,2.0,2.1,14561	
-0.4,-0.3,2.3,2.4,18310	
-0.4,-0.3,2.6,2.7,21259	
-0.4,-0.3,2.9,3.0,22708	
-0.4,-0.3,3.0,3.1,22892	
-0.4,-0.3,3.3,3.4,21971	
-0.4,-0.3,3.6,3.7,19725	
-0.4,-0.3,3.9,4.0,16974	
-0.4,-0.3,4.2,4.3,14811	
-0.4,-0.3,4.5,4.6,14221	
-0.4,-0.3,4.8,4.9,15282	
-0.4,-0.3,5.2,5.3,18036	
-0.4,-0.3,5.5,5.6,20558	
-0.4,-0.3,5.8,5.9,21896	
-0.4,-0.3,6.1,6.2,21481	
-0.4,-0.3,6.4,6.5,19804	
-0.4,-0.3,6.7,6.8,16094	
-0.4,-0.3,7.1,7.2,11287	
-0.4,-0.3,7.4,7.5,7589	
-0.4,-0.3,7.7,7.8,4711	
-0.4,-0.3,8.0,8.1,2554	
-0.4,-0.3,8.3,8.4,1374	
-0.4,-0.3,8.6,8.7,620	
-0.4,-0.3,8.9,9.0,289	
-0.4,-0.3,9.2,9.3,111	
-0.4,-0.3,9.5,9.6,40	
-0.4,-0.3,9.8,9.9,19	
-0.4,-0.3,9.9,10.0,5	
-0.4,-0.3,9.9,10.1,1	
-0.4,-0.3,10.0,10.1,1	
-0.5,-0.4,-0.2,-0.1,1862	
-0.5,-0.4,-0.5,-0.4,2173	
-0.5,-0.4,-0.6,-0.5,2366	
-0.5,-0.4,-0.9,-0.8,3424	
-0.5,-0.4,-1.2,-1.1,5207	
-0.5,-0.4,-1.5,-1.4,7907	
-0.5,-0.4,-1.8,-1.7,11390	
-0.5,-0.4,-10.3,-10.2,2	
-0.5,-0.4,-2.2,-2.1,16714	
-0.5,-0.4,-2.5,-2.4,19959	
-0.5,-0.4,-2.8,-2.7,21683	
-0.5,-0.4,-3.2,-3.1,21635	
-0.5,-0.4,-3.5,-3.4,19522	
-0.5,-0.4,-3.8,-3.7,17124	
-0.5,-0.4,-4.2,-4.1,14327	
-0.5,-0.4,-4.5,-4.4,13626	
-0.5,-0.4,-4.8,-4.7,14727	
-0.5,-0.4,-5.2,-5.1,17181	
-0.5,-0.4,-5.5,-5.4,19504	
-0.5,-0.4,-5.8,-5.7,20584	
-0.5,-0.4,-6.1,-6.0,20310	
-0.5,-0.4,-6.4,-6.3,18397	
-0.5,-0.4,-6.7,-6.6,15571	
-0.5,-0.4,-7.1,-7.0,10580	
-0.5,-0.4,-7.4,-7.3,7104	
-0.5,-0.4,-7.7,-7.6,4469	
-0.5,-0.4,-8.1,-8.0,2086	
-0.5,-0.4,-8.4,-8.3,1075	
-0.5,-0.4,-8.7,-8.6,442	
-0.5,-0.4,-9.1,-9.0,139	
-0.5,-0.4,-9.4,-9.3,59	
-0.5,-0.4,-9.7,-9.6,13	
-0.5,-0.4,-9.9,-9.8,1	
-0.5,-0.4,-10.0,-9.9,1	
-0.5,-0.4,0.2,0.3,1850	
-0.5,-0.4,0.5,0.6,2136	
-0.5,-0.4,0.8,0.9,2975	
-0.5,-0.4,1.1,1.2,4460	
-0.5,-0.4,1.4,1.5,7021	
-0.5,-0.4,1.7,1.8,10240	
-0.5,-0.4,10.5,10.6,1	
-0.5,-0.4,2.0,2.1,13972	
-0.5,-0.4,2.3,2.4,17821	
-0.5,-0.4,2.6,2.7,20590	
-0.5,-0.4,2.9,3.0,21974	
-0.5,-0.4,3.0,3.1,21766	
-0.5,-0.4,3.3,3.4,21133	
-0.5,-0.4,3.6,3.7,18780	
-0.5,-0.4,3.9,4.0,16391	
-0.5,-0.4,4.2,4.3,14376	
-0.5,-0.4,4.5,4.6,13857	
-0.5,-0.4,4.8,4.9,14372	
-0.5,-0.4,5.2,5.3,17256	
-0.5,-0.4,5.5,5.6,19427	
-0.5,-0.4,5.8,5.9,20685	
-0.5,-0.4,6.1,6.2,20458	
-0.5,-0.4,6.4,6.5,18450	
-0.5,-0.4,6.7,6.8,15523	
-0.5,-0.4,7.0,7.1,11619	
-0.5,-0.4,7.3,7.4,8187	
-0.5,-0.4,7.6,7.7,5185	
-0.5,-0.4,7.9,8.0,3028	
-0.5,-0.4,8.0,8.1,2473	
-0.5,-0.4,8.3,8.4,1274	
-0.5,-0.4,8.6,8.7,624	
-0.5,-0.4,8.9,9.0,250	
-0.5,-0.4,9.2,9.3,91	
-0.5,-0.4,9.5,9.6,38	
-0.5,-0.4,9.8,9.9,22	
-0.5,-0.4,10.0,10.1,1	
-0.6,-0.5,-0.3,-0.2,2169	
-0.6,-0.5,-0.6,-0.5,2690	
-0.6,-0.5,-0.9,-0.8,3504	
-0.6,-0.5,-1.0,-0.9,3969	
-0.6,-0.5,-1.3,-1.2,6050	
-0.6,-0.5,-1.6,-1.5,8932	
-0.6,-0.5,-1.9,-1.8,12372	
-0.6,-0.5,-10.0,-9.9,3	
-0.6,-0.5,-10.1,-10.0,5	
-0.6,-0.5,-10.5,-10.4,1	
-0.6,-0.5,-2.0,-1.9,13638	
-0.6,-0.5,-2.3,-2.2,17125	
-0.6,-0.5,-2.6,-2.5,19838	
-0.6,-0.5,-2.9,-2.8,21195	
-0.6,-0.5,-3.0,-2.9,21111	
-0.6,-0.5,-3.3,-3.2,20061	
-0.6,-0.5,-3.6,-3.5,18004	
-0.6,-0.5,-3.9,-3.8,15536	
-0.6,-0.5,-4.0,-3.9,15009	
-0.6,-0.5,-4.3,-4.2,13391	
-0.6,-0.5,-4.6,-4.5,13135	
-0.6,-0.5,-4.9,-4.8,14296	
-0.6,-0.5,-5.2,-5.1,16292	
-0.6,-0.5,-5.5,-5.4,18144	
-0.6,-0.5,-5.9,-5.8,19370	
-0.6,-0.5,-6.2,-6.1,18797	
-0.6,-0.5,-6.5,-6.4,16885	
-0.6,-0.5,-6.8,-6.7,13561	
-0.6,-0.5,-7.2,-7.1,8947	
-0.6,-0.5,-7.5,-7.4,5850	
-0.6,-0.5,-7.8,-7.7,3475	
-0.6,-0.5,-8.2,-8.1,1589	
-0.6,-0.5,-8.5,-8.4,763	
-0.6,-0.5,-8.8,-8.7,321	
-0.6,-0.5,-9.2,-9.1,97	
-0.6,-0.5,-9.5,-9.4,47	
-0.6,-0.5,-9.8,-9.7,13	
-0.6,-0.5,-10.0,-9.9,1	
-0.6,-0.5,0.1,0.2,2038	
-0.6,-0.5,0.4,0.5,2273	
-0.6,-0.5,0.7,0.8,2869	
-0.6,-0.5,1.1,1.2,4579	
-0.6,-0.5,1.4,1.5,6834	
-0.6,-0.5,1.7,1.8,9931	
-0.6,-0.5,10.0,10.1,6	
-0.6,-0.5,10.3,10.4,1	
-0.6,-0.5,2.0,2.1,13425	
-0.6,-0.5,2.3,2.4,16865	
-0.6,-0.5,2.6,2.7,19559	
-0.6,-0.5,2.9,3.0,20857	
-0.6,-0.5,3.0,3.1,20991	
-0.6,-0.5,3.3,3.4,20408	
-0.6,-0.5,3.6,3.7,18005	
-0.6,-0.5,3.9,4.0,15776	
-0.6,-0.5,4.2,4.3,13563	
-0.6,-0.5,4.5,4.6,13046	
-0.6,-0.5,4.8,4.9,13882	
-0.6,-0.5,5.2,5.3,16234	
-0.6,-0.5,5.5,5.6,18170	
-0.6,-0.5,5.8,5.9,19151	
-0.6,-0.5,6.1,6.2,19035	
-0.6,-0.5,6.4,6.5,17540	
-0.6,-0.5,6.7,6.8,14530	
-0.6,-0.5,7.0,7.1,11103	
-0.6,-0.5,7.3,7.4,7593	
-0.6,-0.5,7.6,7.7,5034	
-0.6,-0.5,7.9,8.0,2871	
-0.6,-0.5,8.0,8.1,2392	
-0.6,-0.5,8.3,8.4,1197	
-0.6,-0.5,8.6,8.7,572	
-0.6,-0.5,8.9,9.0,243	
-0.6,-0.5,9.2,9.3,112	
-0.6,-0.5,9.5,9.6,25	
-0.6,-0.5,9.8,9.9,6	
-0.6,-0.5,10.0,10.1,3	
-0.7,-0.6,-0.4,-0.3,2539	
-0.7,-0.6,-0.7,-0.6,3018	
-0.7,-0.6,-1.1,-1.0,4636	
-0.7,-0.6,-1.4,-1.3,6513	
-0.7,-0.6,-1.7,-1.6,9592	
-0.7,-0.6,-10.2,-10.1,2	
-0.7,-0.6,-10.3,-10.2,1	
-0.7,-0.6,-2.1,-2.0,14019	
-0.7,-0.6,-2.4,-2.3,17341	
-0.7,-0.6,-2.7,-2.6,19346	
-0.7,-0.6,-3.1,-3.0,20107	
-0.7,-0.6,-3.4,-3.3,18744	
-0.7,-0.6,-3.7,-3.6,16541	
-0.7,-0.6,-4.1,-4.0,13329	
-0.7,-0.6,-4.4,-4.3,12410	
-0.7,-0.6,-4.7,-4.6,12556	
-0.7,-0.6,-5.0,-4.9,14047	
-0.7,-0.6,-5.3,-5.2,15958	
-0.7,-0.6,-5.6,-5.5,17434	
-0.7,-0.6,-5.9,-5.8,17922	
-0.7,-0.6,-6.0,-5.9,18309	
-0.7,-0.6,-6.3,-6.2,17182	
-0.7,-0.6,-6.6,-6.5,14775	
-0.7,-0.6,-6.9,-6.8,11320	
-0.7,-0.6,-7.0,-6.9,10583	
-0.7,-0.6,-7.3,-7.2,7358	
-0.7,-0.6,-7.6,-7.5,4688	
-0.7,-0.6,-7.9,-7.8,2748	
-0.7,-0.6,-8.0,-7.9,2244	
-0.7,-0.6,-8.3,-8.2,1217	
-0.7,-0.6,-8.6,-8.5,545	
-0.7,-0.6,-8.9,-8.8,220	
-0.7,-0.6,-9.0,-8.9,157	
-0.7,-0.6,-9.3,-9.2,72	
-0.7,-0.6,-9.6,-9.5,16	
-0.7,-0.6,-9.9,-9.8,6	
-0.7,-0.6,0.1,0.2,2408	
-0.7,-0.6,0.4,0.5,2558	
-0.7,-0.6,0.7,0.8,2996	
-0.7,-0.6,1.1,1.2,4562	
-0.7,-0.6,1.4,1.5,6660	
-0.7,-0.6,1.7,1.8,9540	
-0.7,-0.6,10.1,10.2,6	
-0.7,-0.6,10.7,10.8,1	
-0.7,-0.6,2.0,2.1,13086	
-0.7,-0.6,2.3,2.4,16176	
-0.7,-0.6,2.6,2.7,18834	
-0.7,-0.6,2.9,3.0,20175	
-0.7,-0.6,3.0,3.1,20217	
-0.7,-0.6,3.3,3.4,19303	
-0.7,-0.6,3.6,3.7,17121	
-0.7,-0.6,3.9,4.0,14859	
-0.7,-0.6,4.2,4.3,13036	
-0.7,-0.6,4.5,4.6,12264	
-0.7,-0.6,4.8,4.9,12857	
-0.7,-0.6,5.1,5.2,14312	
-0.7,-0.6,5.4,5.5,16476	
-0.7,-0.6,5.7,5.8,17802	
-0.7,-0.6,6.1,6.2,17849	
-0.7,-0.6,6.4,6.5,16546	
-0.7,-0.6,6.7,6.8,13598	
-0.7,-0.6,7.0,7.1,10426	
-0.7,-0.6,7.3,7.4,7164	
-0.7,-0.6,7.6,7.7,4635	
-0.7,-0.6,7.9,8.0,2675	
-0.7,-0.6,8.0,8.1,2225	
-0.7,-0.6,8.3,8.4,1153	
-0.7,-0.6,8.6,8.7,545	
-0.7,-0.6,8.9,9.0,237	
-0.7,-0.6,9.2,9.3,88	
-0.7,-0.6,9.5,9.6,36	
-0.7,-0.6,9.8,9.9,16	
-0.8,-0.7,-0.0,0.1,2847	
-0.8,-0.7,-0.1,0.0,2771	
-0.8,-0.7,-0.2,-0.1,2749	
-0.8,-0.7,-0.5,-0.4,3109	
-0.8,-0.7,-0.8,-0.7,3573	
-0.8,-0.7,-1.2,-1.1,5195	
-0.8,-0.7,-1.5,-1.4,7242	
-0.8,-0.7,-1.8,-1.7,10154	
-0.8,-0.7,-10.0,-9.9,3	
-0.8,-0.7,-2.2,-2.1,14499	
-0.8,-0.7,-2.5,-2.4,17188	
-0.8,-0.7,-2.8,-2.7,19031	
-0.8,-0.7,-3.2,-3.1,18836	
-0.8,-0.7,-3.5,-3.4,17490	
-0.8,-0.7,-3.8,-3.7,14787	
-0.8,-0.7,-4.1,-4.0,12774	
-0.8,-0.7,-4.5,-4.4,11569	
-0.8,-0.7,-4.8,-4.7,11805	
-0.8,-0.7,-5.1,-5.0,13304	
-0.8,-0.7,-5.4,-5.3,15045	
-0.8,-0.7,-5.7,-5.6,16491	
-0.8,-0.7,-6.1,-6.0,16594	
-0.8,-0.7,-6.4,-6.3,14957	
-0.8,-0.7,-6.7,-6.6,12780	
-0.8,-0.7,-7.1,-7.0,8778	
-0.8,-0.7,-7.4,-7.3,5816	
-0.8,-0.7,-7.7,-7.6,3630	
-0.8,-0.7,-8.1,-8.0,1612	
-0.8,-0.7,-8.4,-8.3,852	
-0.8,-0.7,-8.7,-8.6,337	
-0.8,-0.7,-9.1,-9.0,111	
-0.8,-0.7,-9.4,-9.3,35	
-0.8,-0.7,-9.7,-9.6,14	
-0.8,-0.7,-10.0,-9.9,2	
-0.8,-0.7,0.1,0.2,2733	
-0.8,-0.7,0.4,0.5,2925	
-0.8,-0.7,0.7,0.8,3296	
-0.8,-0.7,1.1,1.2,4648	
-0.8,-0.7,1.4,1.5,6653	
-0.8,-0.7,1.7,1.8,9099	
